,Id,Date,Market_participation,Producer_merchant_processor_user_longs,Producer_merchant_processor_user_shorts,Swap_dealer_longs,Swap_dealer_shorts,Swap_dealer_spreads,Money_manager_longs,Money_manager_shorts,Money_manager_spreads,Other_reportable_longs,Other_reportable_shorts,Other_reportable_spreads,Total_reportable_longs,Total_reportable_shorts,Non_reportable_longs,Non_reportable_shorts,GOLD,Net_Producer_Pos,Net_Swap_Dealer_Pos,Net_Money_Manager_Pos,Net_Other_Reportable_Pos,Price_Change,Target_Class,SMA_10,SMA_50,Turning_Point,Trader_Cluster,Anomaly_Zscore,Anomaly_IsolationForest,Anomaly,Volatility_10d,Price_Change_Z,Extreme_Event
19,19,2011-05-01,3776.1,1889.0666666666664,2323.0466666666666,332.36,600.2666666666667,308.8533333333333,397.17333333333335,7.866666666666666,90.50666666666667,456.2866666666667,23.94666666666667,23.813333333333336,3498.526666666666,3378.1,262.90666666666664,382.9,1503.0,-433.98,-267.9066666666667,389.3066666666667,432.34,0.0056875209100033,0.0,1439.77,1326.406,0,2,False,False,False,0.01758273143715141,0.24930516494778307,0
20,20,2011-05-08,2981.266666666667,1389.98,1571.2,299.46666666666664,449.24,227.25333333333336,327.18666666666667,-6.333333333333333,77.16000000000001,397.28,18.89333333333333,19.226666666666667,2737.9333333333334,2356.6200000000003,228.8,609.58,1540.4,-181.22000000000003,-149.77333333333337,333.52,378.38666666666666,0.0248835662009314,1.0,1453.7599999999998,1332.922,0,2,False,False,False,0.01800588634003888,1.1163081711239966,0
21,21,2011-05-15,3439.6,1660.8466666666668,1863.16,261.34,561.44,256.90666666666664,527.3266666666666,0.0,35.059999999999995,447.4533333333333,104.21333333333334,22.44666666666667,3211.873333333333,2843.733333333333,212.96,580.7,1516.9,-202.31333333333328,-300.1000000000001,527.3266666666666,343.24,-0.0152557777200726,1.0,1462.3300000000002,1339.3,0,2,False,False,False,0.019014754739544754,-0.6966137780598824,0
22,22,2011-05-22,3631.933333333333,1734.0200000000002,1833.8533333333332,267.94666666666666,573.8933333333333,297.3333333333333,410.6,0.0,105.80666666666669,495.86,47.55333333333333,29.15333333333333,3341.24,2888.1666666666665,276.06,728.4666666666667,1480.0,-99.83333333333326,-305.94666666666666,410.6,448.3066666666666,-0.0243259278792273,0.0,1467.61,1344.404,0,0,False,False,False,0.02121259100807746,-1.1062735457503234,0
23,23,2011-05-29,3622.8,1696.78,1874.8133333333333,264.14,572.3133333333334,298.3933333333333,412.96,0.0,96.96666666666668,468.6666666666666,36.68666666666666,31.7,3270.14,2911.36,338.06,696.3066666666666,1523.3,-178.0333333333333,-308.1733333333334,412.96,431.98,0.0292567567567567,0.0,1480.66,1349.99,0,0,False,False,False,0.02008337926277882,1.313826425588307,0
24,24,2011-06-05,3622.5,1645.98,1857.2133333333331,252.84666666666664,639.9666666666667,332.1,465.0533333333333,103.97333333333331,127.08666666666666,462.34,6.679999999999999,34.80666666666666,3320.4466666666663,3101.766666666667,287.58666666666664,505.83333333333326,1535.9,-211.23333333333332,-387.12,361.08,455.66,0.0082715157880917,0.0,1491.49,1356.044,0,0,False,False,False,0.019301880854257537,0.36601312709795286,0
25,25,2011-06-12,2909.5333333333333,1035.3,1310.96,169.56666666666666,592.2,288.43333333333334,384.8733333333333,-34.53333333333333,76.61333333333333,550.7199999999999,18.786666666666665,28.44666666666667,2534.44,2281.3066666666664,360.7266666666667,613.6266666666667,1543.3,-275.6600000000001,-422.6333333333334,419.4066666666666,531.9333333333333,0.0048180220066409,1.0,1504.2,1362.112,0,0,False,False,False,0.018570919485964985,0.21003363002186848,0
26,26,2011-06-19,3188.366666666667,1339.8333333333333,1552.9666666666667,215.9333333333333,715.5533333333334,269.64000000000004,275.61333333333334,10.06,108.61333333333332,568.9266666666666,18.786666666666665,28.44,2807.48,2704.486666666666,366.22,469.28,1523.8,-213.13333333333344,-499.62000000000006,265.55333333333334,550.14,-0.0126352621006933,0.0,1511.4,1367.74,0,0,False,False,False,0.018716452806678982,-0.5782563307159078,0
27,27,2011-06-26,3538.633333333333,1618.2066666666665,1711.5333333333333,209.46666666666667,588.6800000000001,279.6666666666667,325.8933333333333,32.14,101.69333333333334,579.5933333333334,18.780000000000005,28.90666666666667,3143.4933333333333,2761.313333333333,380.7733333333333,762.7533333333334,1546.0,-93.32666666666682,-379.21333333333337,293.75333333333333,560.8133333333334,0.0145688410552566,1.0,1520.71,1374.7579999999998,0,0,False,False,False,0.018876767426901923,0.6504362910754652,0
28,28,2011-07-03,3487.0,1471.72,1698.12,215.24,649.6133333333333,279.26666666666665,357.96,4.706666666666666,113.8,557.2866666666666,18.780000000000005,30.34666666666667,3025.5466666666666,2794.4133333333334,447.15333333333336,678.3533333333334,1499.7,-226.39999999999984,-434.3733333333333,353.25333333333333,538.5066666666667,-0.0299482535575679,0.0,1521.23,1380.4819999999995,-1,0,False,False,False,0.020247320730741727,-1.3602098743506057,0
29,29,2011-07-10,2568.5,986.0933333333334,1054.1533333333332,153.7866666666667,741.3733333333333,127.57333333333334,436.7133333333333,-4.0,-14.306666666666668,543.2266666666667,16.2,20.6,2254.08,1941.7933333333333,299.9533333333333,612.3733333333332,1512.7,-68.05999999999983,-587.5866666666666,440.7133333333333,527.0266666666666,0.0086684003467361,0.0,1522.2,1386.9019999999998,0,0,False,False,False,0.020353319206356572,0.3839386997997548,0
30,30,2011-07-17,2936.5666666666666,1213.48,1296.2933333333335,171.86,724.7133333333334,163.84666666666666,439.15333333333336,0.0,26.96,539.74,23.75333333333333,18.486666666666665,2573.9466666666663,2254.2533333333336,348.15333333333336,667.88,1562.3,-82.8133333333335,-552.8533333333334,439.15333333333336,515.9866666666667,0.0327890526872478,0.0,1524.39,1394.9879999999998,0,0,False,False,False,0.021511941853013278,1.4733650776400977,0
31,31,2011-07-24,3228.4,547.5200000000001,1819.26,515.5200000000001,665.04,487.84,648.64,0.0,27.68,849.8,71.24000000000001,55.44000000000001,3132.1400000000003,3126.7,75.25999999999999,80.1,1601.1,-1271.7399999999998,-149.51999999999987,648.64,778.56,0.0248351789028995,0.0,1532.81,1403.306,0,2,False,False,False,0.021751725053023162,1.1141227244750338,0
32,32,2011-07-31,3270.0,1401.5400000000002,1876.1266666666668,171.83333333333334,742.7666666666667,163.82666666666668,590.6666666666666,0.0,0.4266666666666659,526.44,23.74666666666667,18.480000000000004,2873.653333333333,2825.4333333333334,381.9133333333333,430.0,1616.8,-474.5866666666666,-570.9333333333333,590.6666666666666,502.6933333333334,0.0098057585410031,0.0,1546.49,1411.718,0,2,False,False,False,0.019037481942615224,0.435308289659738,0
33,33,2011-08-07,2941.6,585.1,1627.0400000000002,436.9,621.36,458.94,580.28,0.0,25.18,727.9799999999999,69.78,35.84,2849.82,2838.24,70.67999999999999,81.55999999999999,1641.9,-1041.94,-184.46000000000004,580.28,658.1999999999999,0.0155244928253339,0.0,1558.35,1420.024,0,2,False,False,False,0.01787732199939181,0.6935989813565829,0
34,34,2011-08-14,2942.2,589.0200000000001,1596.84,436.88,627.4,460.44,580.28,1.52,20.14,723.96,92.44,39.98,2850.32,2839.04,70.67999999999999,81.55999999999999,1740.0,-1007.82,-190.52000000000004,578.76,631.52,0.0597478530970216,0.0,1578.76,1430.188,0,2,False,False,False,0.024320020579633204,2.690978426845129,1
35,35,2011-08-21,3042.1,633.5,1669.2599999999998,476.06000000000006,619.5,469.0,568.0600000000001,1.52,32.720000000000006,721.28,105.9,38.46,2938.06,2936.04,82.74000000000001,84.55999999999999,1782.4,-1035.7599999999998,-143.43999999999994,566.5400000000001,615.38,0.024367816091954,0.0,1602.6699999999998,1440.8559999999998,0,2,False,False,False,0.024391193538317944,1.0930139514999975,0
36,36,2011-08-28,2939.866666666667,1122.48,1723.9466666666667,151.89333333333332,578.1066666666667,165.95333333333335,417.78,0.5,17.759999999999998,380.8133333333333,57.586666666666666,12.82,2269.753333333333,2556.793333333333,655.4466666666666,368.84,1858.3,-601.4666666666667,-426.21333333333337,417.28,323.2266666666667,0.0425830341113104,1.0,1636.12,1452.864,0,2,False,False,False,0.023738668999370466,1.9157171980067464,1
37,37,2011-09-04,3187.0,1448.3666666666666,2015.3066666666664,151.92666666666665,529.2666666666667,174.91333333333333,405.32,3.526666666666667,15.946666666666664,347.25333333333333,24.24,20.473333333333336,2564.4466666666663,2783.686666666667,607.8533333333332,389.1133333333333,1827.5,-566.94,-377.34,401.79333333333335,323.0133333333333,-0.0165742883280417,0.0,1664.27,1464.01,0,2,False,False,False,0.026460110403180626,-0.756165245221959,0
38,38,2011-09-11,2579.1666666666665,1311.2266666666667,1742.6666666666667,153.82000000000002,379.7466666666666,138.00666666666666,314.56,0.0,12.32,174.27333333333337,29.786666666666665,20.486666666666665,2124.793333333333,2323.0333333333333,439.94,242.26666666666668,1870.6,-431.44000000000005,-225.92666666666665,314.56,144.4866666666667,0.0235841313269493,1.0,1701.36,1475.968,1,2,False,False,False,0.020641425990163043,1.0576182730226873,0
39,39,2011-09-18,3044.1666666666665,1803.4666666666667,1920.1866666666667,149.38666666666668,418.1266666666667,195.66,441.6266666666667,0.0,18.946666666666665,221.72,33.14,20.480000000000004,2851.64,2606.6266666666666,178.22666666666666,423.67333333333335,1827.5,-116.72000000000004,-268.74,441.6266666666667,188.58,-0.0230407355928579,1.0,1732.84,1486.386,0,0,False,False,False,0.02498625531188594,-1.0482269242244124,0
40,40,2011-09-25,3638.133333333333,1838.6666666666667,2600.333333333333,141.2,429.88,211.24,660.8533333333332,0.0,-0.7333333333333333,440.2266666666666,33.126666666666665,19.633333333333333,3311.68,3293.393333333333,312.28666666666663,330.73999999999995,1806.9,-761.6666666666667,-288.68,660.8533333333332,407.1,-0.0112722298221613,1.0,1757.3,1495.746,0,2,False,False,False,0.026210403859356874,-0.5166940107123732,0
41,41,2011-10-02,3931.866666666667,2237.853333333333,2691.76,142.7,553.3266666666666,271.98,444.14666666666665,0.0,22.32,447.1333333333333,33.10666666666667,27.80666666666667,3593.9733333333334,3599.78,323.6933333333333,318.0199999999999,1650.6,-453.9066666666672,-410.6266666666666,444.14666666666665,414.0266666666666,-0.0865017433172838,0.3333333333333333,1762.25,1501.844,0,2,False,False,False,0.0410140550817929,-3.9144883670462636,1
42,42,2011-10-09,3104.3,1112.72,1732.7400000000002,363.56000000000006,761.54,377.84,190.24,0.0,6.040000000000001,936.98,69.24000000000001,69.34,3055.92,3016.56,27.18,67.04,1614.7,-620.0200000000002,-397.9799999999999,190.24,867.7399999999999,-0.0217496667878346,0.0,1762.0400000000002,1507.436,-1,0,False,False,False,0.04171055092091892,-0.9899148855637965,0
43,43,2011-10-16,3203.1,1151.0400000000002,1784.5199999999998,407.96,782.4200000000001,382.6,190.2,12.080000000000002,6.040000000000001,937.3,69.24000000000001,80.2,3154.42,3117.0800000000004,27.379999999999995,65.52000000000001,1659.7,-633.4799999999996,-374.46,178.11999999999998,868.06,0.0278689539852603,1.0,1763.8200000000002,1513.87,0,0,False,False,False,0.042376482547627436,1.2511453286940577,0
44,44,2011-10-23,3412.4,1287.3,1963.5800000000004,462.7200000000001,822.86,378.84,190.12,54.32000000000001,6.040000000000001,971.34,32.7,68.1,3363.5399999999995,3326.42,27.360000000000003,65.47999999999999,1651.7,-676.2800000000004,-360.14,135.79999999999995,938.64,-0.0048201482195577,0.0,1754.9900000000002,1519.7659999999998,0,0,False,False,False,0.03718415067187862,-0.22528116703695053,0
45,45,2011-10-30,3477.7,1383.0,2018.48,480.7799999999999,848.4,363.7,129.76,54.32000000000001,6.040000000000001,998.38,32.67999999999999,68.1,3428.8399999999992,3391.72,27.360000000000003,65.47999999999999,1699.6,-635.4800000000002,-367.62000000000006,75.43999999999998,965.7,0.0290004238057757,0.0,1746.7100000000005,1525.556,0,0,False,False,False,0.03761093980864355,1.3022489659754368,0
46,46,2011-11-06,3240.5,1312.86,1882.3,424.44,771.0,353.9,41.760000000000005,54.34000000000001,6.040000000000001,994.08,15.1,62.38,3194.54,3145.04,24.360000000000003,74.96,1711.8,-569.44,-346.56000000000006,-12.580000000000004,978.98,0.0071781595669568,0.0,1732.06,1533.024,0,0,False,False,False,0.034244766424535805,0.3166309175762128,0
47,47,2011-11-13,3480.1,1454.42,1959.42,363.7,860.28,421.04,41.74,54.32000000000001,6.040000000000001,1079.64,15.080000000000002,68.4,3434.0600000000004,3384.5600000000004,24.34,74.94000000000001,1799.2,-504.9999999999996,-496.58,-12.580000000000013,1064.5600000000002,0.0510573665147797,1.0,1729.23,1541.456,1,0,False,False,False,0.03867457680395556,2.298466433997383,1
48,48,2011-11-20,3514.6,1490.34,1831.48,331.9,899.0400000000002,436.2,5.0200000000000005,138.3,42.74,1094.6799999999998,30.18,68.38,3468.3600000000006,3446.42,24.34,47.58,1782.2,-341.1400000000001,-567.1400000000002,-133.28,1064.4999999999998,-0.0094486438417074,1.0,1720.39,1549.4,0,0,False,False,False,0.0377535987858808,-0.43433045597427705,0
49,49,2011-11-27,3553.4,1571.1,1809.94,333.58000000000004,1015.76,395.14,5.0200000000000005,140.8,40.220000000000006,1094.6,15.080000000000002,68.38,3507.2600000000007,3485.24,24.34,47.56,1702.4,-238.84000000000012,-682.1799999999998,-135.78,1079.52,-0.044776119402985,0.0,1707.8800000000003,1555.2820000000002,0,0,False,False,False,0.039543779827304365,-2.029920956415503,1
50,50,2011-12-04,3616.4,1604.12,1808.26,333.56000000000006,1020.18,395.1,5.0200000000000005,201.12,40.220000000000006,1124.66,15.080000000000002,68.38,3570.2600000000007,3548.24,24.34,47.56,1713.4,-204.13999999999965,-686.6199999999999,-196.1,1109.58,0.0064614661654134,0.0,1698.53,1561.4779999999998,0,0,False,False,False,0.039695679440309294,0.2842609515635549,0
51,51,2011-12-11,3329.3,1461.84,1679.0400000000002,348.9,970.4599999999998,307.06000000000006,2.5200000000000005,221.44,17.6,1084.16,7.540000000000001,64.9,3286.38,3267.96,21.12,40.54,1727.9,-217.20000000000005,-621.5599999999998,-218.92,1076.62,0.0084627057312944,1.0,1706.2600000000002,1568.272,0,0,False,False,False,0.02736077435458118,0.37464835654209977,0
52,52,2011-12-18,3358.7,1505.02,1696.4599999999998,348.88,976.4599999999998,301.0,2.5200000000000005,233.5,17.6,1076.56,7.540000000000001,64.88,3315.88,3297.36,21.12,40.54,1659.9,-191.43999999999983,-627.5799999999998,-230.98,1069.02,-0.0393541292898894,1.0,1710.78,1573.366,0,0,False,False,False,0.02973132450126584,-1.7850329257682112,1
53,53,2011-12-25,3382.0,1513.2,1693.5800000000004,348.88,1002.66,300.98,2.5200000000000005,233.5,17.6,1091.6,7.540000000000001,64.88,3339.0800000000004,3320.6600000000008,21.12,40.54,1615.6,-180.38000000000036,-653.7799999999999,-230.98,1084.06,-0.0266883547201639,1.0,1706.37,1578.102,0,0,False,False,False,0.029699671742394813,-1.2129742302882678,0
54,54,2012-01-01,3374.5,1503.2599999999998,1693.6,348.88,995.14,301.0,2.5200000000000005,233.5,17.6,1091.62,7.540000000000001,67.4,3331.5800000000004,3315.6800000000003,21.12,38.120000000000005,1594.2,-190.34000000000012,-646.2600000000001,-230.98,1084.0800000000002,-0.0132458529338944,0.0,1700.62,1582.3,-1,0,False,False,False,0.029898194609086153,-0.6058340989439904,0
55,55,2012-01-08,3028.9,1316.9599999999998,1477.12,359.28000000000003,937.9400000000002,224.18,0.0,229.52,0.0,1004.98,0.0,60.5,2965.0199999999995,2929.1800000000003,42.28,79.12,1600.5,-160.1600000000003,-578.6600000000001,-229.52,1004.98,0.0039518253669552,0.0,1690.7100000000005,1586.946,0,0,False,False,False,0.027888464061136677,0.17091124417804304,0
56,56,2012-01-15,3063.5,1370.8200000000002,1506.2,357.23999999999995,960.82,207.16000000000005,0.0,229.52,0.0,1004.9,0.0,60.5,2999.72,2963.9800000000005,42.28,79.12,1631.5,-135.37999999999988,-603.5800000000002,-229.52,1004.9,0.0193689472039988,0.0,1682.6800000000003,1592.93,0,0,False,False,False,0.028763754949286267,0.8672364912131052,0
57,57,2012-01-22,4291.633333333333,2317.3466666666664,2496.38,146.92666666666668,557.9599999999999,306.7333333333333,324.4,76.5,3.2133333333333334,487.44,13.42,67.28666666666666,3653.3,3521.34,623.9333333333333,756.2933333333333,1655.6,-179.0333333333333,-411.0333333333333,247.9,474.02,0.0147716825007662,0.0,1668.3200000000002,1599.25,0,0,False,False,False,0.022620102872485563,0.6595977688886616,0
58,58,2012-01-29,4531.666666666667,2724.28,2532.113333333333,163.74666666666664,831.2733333333333,178.36666666666667,292.4533333333333,76.49333333333334,3.2133333333333334,430.68666666666667,18.219999999999995,217.26666666666668,4010.393333333333,3857.366666666667,506.70666666666665,660.3,1664.5,192.1666666666665,-667.5266666666666,215.96,412.4666666666667,0.0053756946122252,0.0,1656.55,1605.272,0,0,False,False,False,0.023000792255403663,0.23522130895135138,0
59,59,2012-02-05,4746.466666666666,3040.366666666667,2507.173333333333,161.54666666666665,859.0733333333334,148.64,376.77333333333337,80.35333333333334,3.2133333333333334,398.2533333333333,23.25333333333333,217.4933333333333,4346.666666666667,3839.486666666666,385.3333333333333,893.0799999999999,1737.8,533.1933333333336,-697.5266666666668,296.42,375.0,0.0440372484229498,0.0,1660.09,1612.556,0,0,False,False,False,0.02374268926306993,1.9813978192340616,1
60,60,2012-02-12,4135.3,2704.7200000000003,2115.293333333333,146.44666666666666,957.1266666666668,154.75333333333336,150.4,78.73333333333333,3.2133333333333334,361.88666666666666,23.2,208.3733333333333,3729.8,3540.4533333333334,391.03333333333336,581.0133333333334,1746.4,589.4266666666667,-810.6800000000001,71.66666666666667,338.68666666666667,0.0049487858211532,1.0,1663.39,1619.474,0,0,False,False,False,0.02371813608607228,0.21593967048817284,0
61,61,2012-02-19,4628.066666666667,3159.613333333333,2325.76,147.23333333333332,1058.86,122.96666666666668,186.4,78.72666666666667,3.2133333333333334,329.4133333333333,23.2,243.58,4192.433333333333,3856.086666666667,421.03333333333336,758.0133333333334,1715.9,833.853333333333,-911.6266666666668,107.67333333333332,306.2133333333333,-0.0174644983967018,0.0,1662.1899999999998,1625.168,0,0,False,False,False,0.02436133712666325,-0.7963722146242135,0
62,62,2012-02-26,5040.566666666667,3392.5533333333337,2529.393333333333,203.0,1193.14,161.16,288.2933333333333,78.69333333333334,3.2133333333333334,318.8333333333333,23.186666666666664,270.26666666666665,4637.86,4259.393333333333,387.77333333333337,767.0400000000001,1757.1,863.1600000000003,-990.14,209.6,295.64666666666665,0.0240107232356197,0.0,1671.91,1631.7659999999998,0,0,False,False,False,0.02113976318202349,1.0768855992673527,0
63,63,2012-03-04,5085.433333333333,3071.266666666667,2579.293333333333,183.18666666666664,1170.7133333333334,201.33333333333331,295.68,73.66000000000001,3.2133333333333334,444.7933333333333,23.186666666666664,251.84,4451.873333333334,4303.58,618.6266666666667,767.7866666666666,1788.4,491.97333333333336,-987.5266666666668,222.02,421.6066666666666,0.0178134426042912,1.0,1689.19,1639.678,1,0,False,False,False,0.017960776176108157,0.7969810222543625,0
64,64,2012-03-11,4382.766666666666,2559.3866666666663,2243.0333333333333,69.87333333333332,1161.66,123.96666666666668,294.38,61.97333333333333,3.2133333333333334,626.7,1.3133333333333337,18.82,3696.633333333333,3614.186666666667,671.3666666666667,754.3466666666667,1672.1,316.353333333333,-1091.7866666666669,232.40666666666667,625.3866666666667,-0.0650301945873407,0.0,1696.98,1644.568,0,0,False,False,False,0.029365999301527914,-2.9447106334566553,1
65,65,2012-03-18,4707.033333333334,2648.613333333333,2566.5,112.46,1118.2666666666669,150.46,410.22,43.833333333333336,3.2133333333333334,484.1666666666667,8.866666666666667,67.61333333333333,3877.0466666666666,3959.02,815.1533333333333,733.6800000000001,1694.2,82.11333333333323,-1005.8066666666666,366.38666666666666,475.3,0.0132169128640633,1.0,1706.35,1650.1280000000002,0,0,False,False,False,0.02946897971668933,0.5893754950555214,0
66,66,2012-03-25,5041.533333333334,2909.26,2699.52,193.41333333333336,1197.9,218.1133333333333,380.9666666666666,39.96666666666667,3.2133333333333334,508.1933333333333,131.53333333333333,78.80666666666666,4292.280000000001,4369.6866666666665,734.2866666666667,657.4133333333334,1647.0,209.74000000000024,-1004.4866666666668,341.0,376.66,-0.0278597568173769,0.0,1707.9,1654.0320000000002,0,0,False,False,False,0.03085880459729637,-1.2658814371807603,0
67,67,2012-04-01,5421.566666666667,2954.08,2763.6600000000003,240.04666666666668,1465.18,209.5533333333333,590.9133333333334,40.96000000000001,12.18,519.66,44.77333333333333,109.64666666666668,4636.679999999999,4646.58,770.0533333333333,760.42,1684.9,190.4199999999996,-1225.1333333333334,549.9533333333334,474.88666666666666,0.0230115361262903,1.0,1710.83,1658.672,0,0,False,False,False,0.03136196571399205,1.0317566044982835,0
68,68,2012-04-08,4928.8,2990.9866666666667,2960.346666666667,350.44666666666666,1322.3466666666668,99.69333333333331,433.6133333333333,34.28,12.186666666666667,562.5666666666667,183.85333333333332,-7.713333333333332,4442.486666666667,4605.593333333333,471.3133333333333,308.6733333333333,1670.0,30.639999999999876,-971.9,399.33333333333337,378.71333333333337,-0.0088432547925693,1.0,1711.38,1662.182,0,0,False,False,False,0.03152420050014659,-0.40698763001434124,0
69,69,2012-04-15,5002.666666666667,3009.3866666666668,2875.34,281.0,1368.6,109.20666666666666,448.38666666666666,25.880000000000003,12.186666666666667,528.7733333333333,145.23333333333332,27.02,4416.626666666667,4564.1,570.9066666666666,424.03333333333336,1659.5,134.04666666666708,-1087.6,422.50666666666666,383.54,-0.0062874251497005,1.0,1703.55,1665.312,0,0,False,False,False,0.02762826800817791,-0.29155177069759175,0
70,70,2012-04-22,5182.566666666667,3361.4,3031.0733333333333,320.38,1314.246666666667,99.73333333333332,312.3333333333333,14.106666666666667,12.18,571.2199999999999,149.36,20.28,4698.179999999999,4641.566666666667,469.38666666666666,526.3333333333334,1650.3,330.3266666666668,-993.8666666666668,298.22666666666663,421.8599999999999,-0.005543838505574,1.0,1693.9399999999998,1667.51,0,0,False,False,False,0.027438763585803785,-0.2579671523014873,0
71,71,2012-04-29,3670.8,2448.244,2378.576,203.288,793.684,70.196,185.808,19.028,13.044,494.312,55.452000000000005,49.156000000000006,3464.452,3379.684,193.108,278.096,1643.0,69.66800000000057,-590.396,166.78,438.86,-0.0044234381627582,0.0,1686.65,1670.0320000000002,0,0,False,False,False,0.027104112978106942,-0.2073634758347918,0
72,72,2012-05-06,2836.7,1800.568,1753.864,87.14,537.3879999999999,64.01599999999999,108.464,22.148000000000003,25.124,416.4,24.724,37.344,2539.316,2465.016,284.204,358.86400000000003,1662.4,46.70399999999995,-450.24799999999993,86.316,391.676,0.0118076688983568,1.0,1677.1800000000003,1673.68,0,0,False,False,False,0.02595347271438597,0.5257259914111095,0
